numb,edgeA,edgeB
2309,1915,1613
2310,1004,890
2311,1004,1653
2312,1004,70
2313,301,1822
2314,1005,1019
2315,473,868
2316,1413,2090
2317,2071,1019
2318,1056,1542
2319,1056,1028
2320,1056,933
2321,1056,119
2322,1639,1613
2323,1272,210
2324,1561,2740
2325,965,361
2326,2254,1867
2327,2342,2235
2328,1927,113
2329,2708,137
2330,2708,1340
2331,2708,1029
2332,2708,767
2333,2708,2176
2334,2708,1924
2335,2708,951
2336,2708,735
2337,2708,2817
2338,2708,90
2339,2708,2662
2340,2708,2422
2341,2708,2301
2342,2708,1279
2343,2708,1068
2344,2708,1840
2345,2708,2799
2346,2708,862
2347,2708,468
2348,2708,843
2349,2708,1988
2350,2708,2381
2351,2708,1381
2352,2708,1887
2353,2708,1369
2354,2708,2972
2355,2708,1815
2356,2708,182
2357,2708,1086
2358,2708,1974
2359,2708,189
2360,2708,859
2361,2708,1256
2362,2708,2938
2363,2708,1677
2364,2708,721
2365,2708,3030
2366,2708,985
2367,2708,36
2368,2708,1148
2369,2708,1451
2370,2708,696
2371,2708,2092
2372,2708,2061
2373,2708,2082
2374,2708,3012
2375,2708,3140
2376,2708,1995
2377,2708,2292
2378,2708,204
2379,2708,2477
2380,2708,960
2381,2708,56
2382,2708,1210
2383,2708,2309
2384,2708,2623
2385,2708,1923
2386,2708,2494
2387,2708,2255
2388,2708,72
2389,2708,381
2390,2708,2365
2391,2708,1370
2392,2708,1793
2393,2708,68
2394,2708,1311
2395,2708,1853
2396,2708,2087
2397,2708,886
2398,2708,413
2399,2708,1112
2400,2708,2899
2401,2708,198
2402,2708,1236
2403,2708,2414
2404,2708,992
2405,2708,3155
2406,2708,1423
2407,2708,2447
2408,2708,254
2409,2708,683
2410,2708,2093
2411,2708,930
2412,2708,206
2413,2708,2622
2414,2708,2415
2415,2708,3050
2416,2708,2699
2417,2708,2836
2418,2708,1182
2419,2708,451
2420,2708,2528
2421,2708,1791
2422,2708,1089
2423,2708,262
2424,2708,258
2425,2708,459
2426,2708,1803
2427,2708,2546
2428,2708,317
2429,2708,1740
2430,2708,1802
2431,2708,1663
2432,2708,2369
2433,2708,477
2434,2708,3120
2435,2708,1372
2436,2708,1863
2437,2708,2600
2438,2708,434
2439,2708,3015
2440,2708,2023
2441,2708,1691
2442,2708,764
2443,2708,1852
2444,2708,1494
2445,2708,474
2446,2708,570
2447,2708,3202
2448,2708,1496
2449,2708,2471
2450,2708,1147
2451,2708,50
2452,2708,643
2453,2708,2697
2454,2708,1591
2455,2708,2868
2456,2708,1608
2457,2708,1623
2458,2708,2903
2459,2708,3103
2460,2708,894
2461,2708,2250
2462,2708,548
2463,2708,2097
2464,2708,1774
2465,2708,697
2466,2708,2837
2467,2708,3107
2468,2708,1145
2469,2708,2145
2470,2708,785
2471,2708,372
2472,2708,644
2473,2708,611
2474,2708,2180
2475,2708,1084
2476,2708,3014
2477,2708,2941
2478,2708,2103
2479,2708,1553
2480,2708,3111
2481,2708,1969
2482,2708,207
2483,2708,726
2484,2708,2719
2485,2708,2107
2486,2708,775
2487,2708,907
2488,2708,95
2489,2708,2232
2490,2708,2260
2491,2708,1260
2492,2708,1782
2493,2708,1463
2494,2708,917
2495,2708,1718
2496,2708,1422
2497,2708,2122
2498,2708,283
2499,2708,1350
2500,2708,1921
2501,2708,984
2502,2708,500
2503,2708,1410
2504,2708,2654
2505,2708,215
2506,2708,55
2507,2708,2435
2508,2708,398
2509,2708,508
2510,2708,1711
2511,2708,3084
2512,2708,298
2513,2708,2768
2514,2708,2795
2515,2708,2191
2516,2708,934
2517,2708,2676
2518,2708,2332
2519,2708,37
2520,2708,2550
2521,2708,550
2522,2708,1724
2523,2708,2334
2524,2708,1541
2525,2708,2158
2526,2708,2541
2527,2708,2117
2528,2708,3000
2529,2708,1881
2530,2708,2751
2531,2708,826
2532,2708,1126
2533,2708,267
2534,2708,2747
2535,2708,323
2536,2708,1302
2537,2708,3067
2538,2708,996
2539,2708,202
2540,2708,665
2541,2708,1391
2542,2708,580
2543,2708,1160
2544,2708,1928
2545,2708,2457
2546,2708,1013
2547,2708,29
2548,2708,104
2549,2708,2375
2550,2708,2138
2551,2708,2136
2552,2708,2229
2553,2708,2513
2554,2708,628
2555,2708,275
2556,2708,1694
2557,2708,2717
2558,2708,1046
2559,2708,1389
2560,2708,529
2561,2708,2857
2562,2708,2057
2563,2708,2555
2564,2708,284
2565,2708,2363
2566,2708,2648
2567,2708,2595
2568,2708,2156
2569,2708,2480
2570,2708,2825
2571,2708,2764
2572,2708,2712
2573,2708,1035
2574,2708,330
2575,2708,287
2576,2708,770
2577,2708,1520
2578,2708,2851
2579,2708,370
2580,2708,2378
2581,2708,686
2582,2708,1323
2583,2708,750
2584,2708,846
2585,2708,376
2586,2708,75
2587,2708,3154
2588,2708,3003
2589,2708,2007
2590,654,385
2591,902,1019
2592,2408,3175
2593,3197,1019
2594,1375,932
2595,1375,1932
2596,1375,2966
2597,1375,943
2598,1375,2785
2599,1375,348
2600,1375,1197
2601,1375,236
2602,1375,1175
2603,1375,2739
2604,1375,3029
2605,1375,334
2606,1375,833
2607,1375,1142
2608,1375,903
2609,1375,2523
2610,1375,6
2611,1375,1564
2612,1375,823
2613,1375,1129
2614,1375,404
2615,1375,1937
2616,1375,1585
2617,2516,3110
2618,2516,2816
2619,1147,3080
2620,1147,1150
2621,1147,376
2622,1108,1105
2623,1108,2993
2624,1108,2170
2625,1108,1445
2626,562,2252
2627,1636,1284
2628,1636,2094
2629,1636,924
2630,1636,410
2631,1244,2987
2632,878,2597
2633,878,1521
2634,1225,2812
2635,2336,295
2636,297,1613
2637,419,1906
2638,419,2399
2639,1485,1254
2640,1485,2873
2641,1137,1579
2642,2736,2347
2643,2736,373
2644,2736,1653
2645,2736,1009
2646,2736,115
2647,2736,587
2648,2736,991
2649,2736,2696
2650,2258,1878
2651,2258,328
2652,2258,2271
2653,2258,2211
2654,754,1195
2655,754,566
2656,754,1579
2657,754,552
2658,927,1613
2659,2105,2245
2660,2105,2926
2661,2105,591
2662,2105,1428
2663,2105,53
2664,2105,1177
2665,2105,1503
2666,2105,1053
2667,2105,3200
2668,2105,1831
2669,2105,1293
2670,2105,1084
2671,2105,2884
2672,2105,1174
2673,2105,1049
2674,2105,508
2675,2105,746
2676,2105,1432
2677,2105,1928
2678,2105,442
2679,2105,813
2680,2105,1059
2681,2105,2452
2682,2105,402
2683,793,445
2684,2922,2436
2685,1598,1613
2686,1024,1613
2687,356,332
2688,356,1150
2689,2220,1003
2690,2220,2304
2691,2744,200
2692,2744,2235
2693,871,122
2694,2625,1019
2695,52,2017
2696,52,2217
2697,52,18
2698,1638,1195
2699,1638,1579
2700,1638,1910
2701,1638,3211
2702,2682,1019
2703,2642,2749
2704,2642,2015
2705,2642,650
2706,2642,2788
2707,480,1216
2708,480,273
2709,480,2534
2710,480,2330
2711,480,3106
2712,2167,2706
2713,2167,2895
2714,2167,2856
2715,2167,2215
2716,2167,3047
2717,2814,1613
2718,311,1019
2719,834,2570
2720,2781,1019
2721,349,687
2722,1566,1613
2723,2195,2939
2724,1430,2939
2725,1430,33
2726,1430,2572
2727,1430,173
2728,1430,2425
2729,1430,2008
2730,1430,1579
2731,1430,1413
2732,1430,2355
2733,1430,2755
2734,1430,2641
2735,1430,2987
2736,1430,2383
2737,1430,1353
2738,1430,614
2739,1430,998
2740,1760,1077
2741,1228,2759
2742,1228,1019
2743,1228,2392
2744,1228,2347
2745,1228,1456
2746,1228,1746
2747,1228,2402
2748,1228,445
2749,853,791
2750,853,1283
2751,853,540
2752,853,1771
2753,853,2169
2754,853,1869
2755,853,1155
2756,853,2110
2757,853,1686
2758,853,2726
2759,256,143
2760,490,987
2761,2265,2849
2762,1984,2490
2763,1758,285
2764,1758,3
2765,1758,283
2766,1758,2125
2767,1580,1676
2768,1580,1397
2769,1580,1220
2770,1580,160
2771,1580,1535
2772,1580,2154
2773,1580,523
2774,1580,1548
2775,1580,2947
2776,1580,2497
2777,1580,3153
2778,1580,1167
2779,1580,2503
2780,1580,1654
2781,1580,1737
2782,1580,1099
2783,1580,535
2784,1580,14
2785,1580,2052
2786,1580,1571
2787,1580,2423
2788,1580,1063
2789,1580,1723
2790,1580,2716
2791,1580,103
2792,1580,2920
2793,1580,693
2794,1580,2904
2795,1580,427
2796,1580,2967
2797,1580,174
2798,1580,48
2799,1580,3078
2800,1580,964
2801,1580,3115
2802,1580,274
2803,1580,816
2804,1580,700
2805,1580,423
2806,1580,3172
2807,1580,1141
2808,1580,2428
2809,1580,790
2810,1580,912
2811,1580,3024
2812,1580,1947
2813,1580,919
2814,1580,968
2815,1580,481
2816,1580,620
2817,1580,1165
2818,1580,1772
2819,1580,1897
2820,1580,1519
2821,1580,1993
2822,1580,133
2823,1580,1336
2824,1580,1896
2825,1580,820
2826,1580,780
2827,1580,2581
2828,1580,1087
2829,1580,99
2830,1580,629
2831,1580,865
2832,1580,1287
2833,1580,2724
2834,1580,229
2835,1580,2888
2836,1580,610
2837,1580,1939
2838,1580,2468
2839,1580,2466
2840,2149,2708
2841,309,1019
2842,962,2397
2843,788,1613
2844,1348,1459
2845,1348,3133
2846,1348,594
2847,1348,2069
2848,296,200
2849,1359,1756
2850,1438,1169
2851,2199,217
2852,2748,1400
2853,2748,2026
2854,2748,855
2855,2748,1447
2856,2748,1847
2857,2748,412
2858,2748,327
2859,2748,17
2860,2748,2111
2861,2748,2878
2862,2748,1297
2863,2748,3168
2864,2748,2433
2865,159,2235
2866,3048,2359
2867,3048,400
2868,3048,79
2869,3048,2123
2870,703,1906
2871,641,143
2872,2673,758
2873,2065,1613
2874,2046,2668
2875,544,1822
2876,1303,1613
2877,787,1652
2878,787,999
2879,787,1918
2880,787,1829
2881,2679,1019
2882,2679,2971
2883,78,1353
2884,3167,2667
2885,312,132
2886,312,140
2887,312,73
2888,312,1349
2889,312,1999
2890,312,666
2891,1921,1084
2892,1132,1072
2893,1132,2921
2894,1132,295
2895,1132,1093
2896,1132,2207
2897,1132,2347
2898,1132,1307
2899,1132,458
2900,1132,1860
2901,1132,1039
2902,1132,2337
2903,1132,1116
2904,1132,586
2905,1132,875
2906,1132,2775
2907,1132,3073
2908,1132,159
2909,1132,1204
2910,786,2235
2911,1232,28
2912,1232,445
2913,1232,1403
2914,46,633
2915,1903,143
2916,3031,1613
2917,1172,1929
2918,1296,166
2919,1296,1774
2920,1296,2813
2921,1296,2506
2922,315,712
2923,315,492
2924,2175,936
2925,2175,1942
2926,1756,802
2927,1756,2005
2928,1756,3145
2929,3055,2812
2930,425,884
2931,425,2467
2932,2127,131
2933,2194,625
2934,2194,2031
2935,2194,2249
2936,2194,1252
2937,2194,759
2938,2182,2490
2939,908,1906
2940,2298,2147
2941,2298,787
2942,2035,499
2943,1113,542
2944,2763,3001
2945,2763,2934
2946,2763,2401
2947,2763,62
2948,2763,1964
2949,2763,1671
2950,2763,925
2951,2763,2474
2952,2763,2521
2953,2763,1843
2954,2763,2258
2955,2763,1884
2956,2763,2982
2957,2763,2445
2958,1392,240
2959,2963,642
2960,271,143
2961,1345,2980
2962,2994,1613
2963,3040,2490
2964,1797,1940
2965,1439,1841
2966,1439,1643
2967,1439,1430
2968,1439,2505
2969,1439,2890
2970,2004,774
2971,1651,547
2972,1651,1651
2973,2411,3062
2974,183,1476
2975,905,326
2976,905,587
2977,1810,1857
2978,1810,1996
2979,1810,2702
2980,1810,594
2981,563,2397
2982,1224,2130
2983,561,2708
2984,561,2811
2985,561,1298
2986,1159,1211
2987,1159,170
2988,1166,1779
2989,242,2971
2990,3166,3175
2991,3150,771
2992,1525,2417
2993,3212,1080
2994,3212,560
2995,3212,445
2996,3212,1526
2997,3212,1064
2998,1021,619
2999,1021,2235
3000,175,432
3001,175,2883
3002,2278,1019
3003,2492,1886
3004,2621,1748
3005,2039,1953
3006,44,1613
3007,1458,514
3008,2701,3064
3009,1741,1384
3010,1741,538
3011,1741,2504
3012,2313,1194
3013,2313,1766
3014,2313,1324
3015,1521,1613
3016,1521,2259
3017,1521,447
3018,1521,2395
3019,762,278
3020,1085,1981
3021,1085,122
3022,1085,534
3023,2880,926
3024,2880,2526
3025,2880,1151
3026,2619,1613
3027,1961,2971
3028,1961,1826
3029,1961,2021
3030,1961,269
3031,2832,699
3032,2832,640
3033,2832,1440
3034,2832,159
3035,2832,1104
3036,1954,1906
3037,1373,2235
3038,1373,2347
3039,2709,827
3040,3170,1613
3041,3079,1613
3042,2973,878
3043,2973,384
3044,2973,1320
3045,2879,1822
3046,1325,2153
3047,1325,2300
3048,1325,1627
3049,1325,1769
3050,1989,1613
3051,2489,1684
3052,1000,1613
3053,857,1019
3054,504,814
3055,504,1259
3056,504,114
3057,504,2389
3058,504,162
3059,504,2113
3060,504,2839
3061,504,1965
3062,504,1740
3063,504,1364
3064,504,2609
3065,504,3156
3066,504,1338
3067,504,2838
3068,504,1783
3069,504,167
3070,504,1908
3071,504,1351
3072,504,3149
3073,504,1936
3074,504,3139
3075,504,1455
3076,504,2931
3077,1722,868
3078,387,1906
3079,170,797
3080,170,1822
3081,1510,1613
3082,2125,459
3083,2666,2063
3084,1610,1019
3085,2544,1613
3086,1308,143
3087,1074,1019
3088,1479,3100
3089,439,2249
3090,439,382
3091,439,2705
3092,1713,2597
3093,111,806
3094,2907,1019
3095,2782,122
3096,337,1613
3097,1227,238
3098,1227,588
3099,1227,91
3100,1227,232
3101,1227,546
3102,2203,2020
3103,2203,1048
3104,2203,2323
3105,145,738
3106,1156,999
3107,928,1019
3108,270,2812
3109,2049,850
3110,1354,1867
3111,1354,1827
3112,1354,1577
3113,1354,2700
3114,1354,2492
3115,366,1019
3116,1914,2169
3117,1914,807
3118,1914,1956
3119,3047,2410
3120,2028,1613
3121,2028,2773
3122,2028,3183
3123,2028,134
3124,2028,1789
3125,2028,3153
3126,2028,405
3127,2028,1492
3128,2028,24
3129,2028,148
3130,2028,2128
3131,2028,2503
3132,2028,3008
3133,2028,535
3134,2028,1854
3135,2028,2052
3136,2028,1063
3137,2028,2
3138,2028,2793
3139,2028,1443
3140,2028,2635
3141,2028,2978
3142,2028,41
3143,2028,1367
3144,2028,274
3145,2028,816
3146,2028,700
3147,2028,2771
3148,2028,3089
3149,2028,777
3150,2028,3152
3151,2028,1539
3152,2028,409
3153,2028,2686
3154,2028,219
3155,2028,2270
3156,2028,1833
3157,2028,1545
3158,2028,912
3159,2028,782
3160,2028,3044
3161,2028,1251
3162,2028,3130
3163,2028,956
3164,2028,2161
3165,2028,2001
3166,2028,1519
3167,2028,2362
3168,2028,31
3169,2028,820
3170,2028,2132
3171,2028,3199
3172,2028,2685
3173,2028,674
3174,2028,430
3175,2028,1168
3176,2028,2319
3177,2028,4
3178,2028,3019
3179,2028,761
3180,2028,1982
3181,2028,582
3182,2028,22
3183,2028,2183
3184,2028,3032
3185,2028,1027
3186,2028,1328
3187,2028,799
3188,2028,760
3189,2028,1862
3190,2028,1871
3191,2028,1452
3192,2028,1470
3193,2028,1907
3194,2774,2887
3195,2045,1613
3196,2045,1649
3197,2722,3083
3198,1716,1454
3199,557,2714
3200,557,2053
3201,557,183
3202,445,2169
3203,445,2499
3204,1902,1094
3205,1902,355
3206,1902,2741
3207,1902,2430
3208,1902,2728
3209,1902,1412
3210,1902,666
3211,1902,354
3212,1902,146
3213,1902,1329
3214,1902,1555
3215,1902,1807
3216,1902,3017
3217,1902,1778
3218,1902,2382
3219,1902,2174
3220,1902,3095
3221,1902,3144
3222,1902,2738
3223,1902,2185
3224,824,2344
3225,2409,2566
3226,2419,675
3227,2419,1569
3228,2419,2022
3229,395,92
3230,2251,1252
3231,1719,1025
3232,961,2849
3233,961,698
3234,2688,1019
3235,848,2443
3236,2168,1019
3237,1128,1613
3238,692,1613
3239,692,1019
3240,1828,3082
3241,93,1613
3242,93,1420
3243,1436,1727
3244,1436,1632
3245,1436,1441
3246,1436,1020
3247,1436,2058
3248,1436,2307
3249,1436,3204
3250,1436,2431
3251,1436,3057
3252,1436,1333
3253,1436,719
3254,1436,1267
3255,1436,2782
3256,1436,1621
3257,1436,1769
3258,1436,2950
3259,1436,971
3260,1436,2291
3261,1436,1437
3262,1436,1593
3263,1436,1595
3264,1436,1383
3265,1436,3208
3266,1436,3209
3267,1436,1316
3268,1436,1315
3269,1436,2893
3270,1436,2894
3271,1436,1448
3272,1436,1449
3273,1436,1532
3274,1436,2099
3275,1436,2783
3276,1436,228
3277,1131,1613
3278,2953,2386
3279,900,1835
3280,3141,625
3281,51,1613
3282,8,1056
3283,8,2695
3284,8,2916
3285,8,128
3286,2791,2235
3287,2179,320
3288,2179,469
3289,660,1562
3290,660,1726
3291,660,723
3292,660,1673
3293,660,3112
3294,1321,1019
3295,2767,2854
3296,2767,684
3297,2767,1080
3298,2767,1118
3299,2767,9
3300,2767,1238
3301,2144,931
3302,2144,1361
3303,1665,2304
3304,2865,2563
3305,2948,1659
3306,2948,1679
3307,2948,283
3308,2651,2744
3309,325,2953
3310,1607,1613
3311,809,2854
3312,1576,1613
3313,1377,1613
3314,1125,2063
3315,2386,3105
3316,2386,1493
3317,2386,439
3318,82,990
3319,82,324
3320,82,892
3321,82,2556
3322,98,1867
3323,98,1971
3324,98,1777
3325,465,2314
3326,465,1893
3327,465,472
3328,3134,2830
3329,1484,2915
3330,519,1613
3331,9,2767
3332,929,1019
3333,3178,143
3334,3178,913
3335,1170,1484
3336,464,1613
3337,444,1613
3338,13,2968
3339,501,1748
3340,3094,1819
3341,3094,1665
3342,3094,2538
3343,2177,1613
3344,420,2235
3345,3004,1613
3346,972,1019
3347,153,1613
3348,827,1019
3349,821,1613
3350,821,2892
3351,2273,1613
3352,2870,1613
3353,2025,953
3354,2329,1613
3355,704,1693
3356,704,461
3357,704,698
3358,704,612
3359,704,191
3360,704,293
3361,2280,1613
3362,872,672
3363,872,2525
3364,872,1630
3365,872,28
3366,868,1019
3367,868,824
3368,127,1872
3369,2181,2956
3370,2181,26
3371,2181,2696
3372,1066,1613
3373,2655,1613
3374,2639,2603
3375,494,1613
3376,155,1613
3377,151,1613
3378,455,1906
3379,1605,143
3380,2784,1613
3381,668,1019
3382,1873,1906
3383,2074,1613
3384,1710,2046
3385,1967,1613
3386,2335,2235
3387,1931,1019
3388,573,1748
3389,573,418
3390,2238,1613
3391,2380,350
3392,263,1613
3393,1518,1019
3394,1894,1613
3395,3058,1613
3396,266,1019
3397,101,913
3398,2617,1613
3399,2852,524
3400,96,445
3401,2129,2971
3402,2862,1613
3403,383,2566
3404,383,2438
3405,691,1613
3406,1473,1019
3407,1755,143
3408,2429,1613
3409,3131,1687
3410,259,143
3411,1062,1019
3412,1176,1019
3413,1530,1454
3414,847,2235
3415,352,1613
3416,854,1019
3417,740,1019
3418,740,1728
3419,1114,1019
3420,1920,1019
3421,2735,1019
3422,1281,2321
3423,1269,1613
3424,19,1613
3425,19,1187
3426,2537,1613
